72110231151, 1751395482514, "[[105866.13000000,0.60705000], [105866.14000000,0.00050000], [105866.30000000,0.00006000], [105867.38000000,0.00156000], [105868.25000000,0.00050000], [105868.32000000,0.00010000], [105868.33000000,0.25618000], [105868.44000000,0.00005000], [105868.75000000,0.00010000], [105868.76000000,0.31180000], [105869.85000000,0.00036000], [105869.86000000,0.00945000], [105870.40000000,0.00005000], [105870.45000000,0.00021000], [105870.46000000,0.00955000], [105871.28000000,0.02852000], [105871.42000000,0.00487000], [105871.78000000,0.04732000], [105872.21000000,0.00560000], [105873.08000000,0.00792000], [105873.09000000,0.00200000], [105873.28000000,0.00005000], [105873.67000000,0.00010000], [105873.68000000,0.34004000], [105873.69000000,0.00590000]]", "[[105866.12000000,4.09467000], [105866.11000000,0.02717000], [105866.00000000,0.00025000], [105865.90000000,0.00035000], [105865.87000000,0.00006000], [105865.80000000,0.01459000], [105865.50000000,0.00025000], [105865.25000000,0.00141000], [105865.20000000,0.00091000], [105865.00000000,0.00025000], [105864.50000000,0.00060000], [105864.42000000,0.06776000], [105864.39000000,0.12483000], [105864.00000000,0.00074000], [105863.80000000,0.00035000], [105863.79000000,0.34014000], [105863.65000000,0.01517000], [105863.51000000,0.00010000], [105863.50000000,0.00108000], [105863.48000000,0.00006000], [105863.14000000,0.00005000], [105863.10000000,0.00035000], [105863.00000000,0.00181000], [105862.74000000,0.03010000], [105862.50000000,0.00025000]]"
72110231151, 1751395482514, "[[105866.13000000,0.60705000], [105866.14000000,0.00050000], [105866.30000000,0.00006000], [105867.38000000,0.00156000], [105868.25000000,0.00050000], [105868.32000000,0.00010000], [105868.33000000,0.25618000], [105868.44000000,0.00005000], [105868.75000000,0.00010000], [105868.76000000,0.31180000], [105869.85000000,0.00036000], [105869.86000000,0.00945000], [105870.40000000,0.00005000], [105870.45000000,0.00021000], [105870.46000000,0.00955000], [105871.28000000,0.02852000], [105871.42000000,0.00487000], [105871.78000000,0.04732000], [105872.21000000,0.00560000], [105873.08000000,0.00792000], [105873.09000000,0.00200000], [105873.28000000,0.00005000], [105873.67000000,0.00010000], [105873.68000000,0.34004000], [105873.69000000,0.00590000]]", "[[105866.12000000,4.09467000], [105866.11000000,0.02717000], [105866.00000000,0.00025000], [105865.90000000,0.00035000], [105865.87000000,0.00006000], [105865.80000000,0.01459000], [105865.50000000,0.00025000], [105865.25000000,0.00141000], [105865.20000000,0.00091000], [105865.00000000,0.00025000], [105864.50000000,0.00060000], [105864.42000000,0.06776000], [105864.39000000,0.12483000], [105864.00000000,0.00074000], [105863.80000000,0.00035000], [105863.79000000,0.34014000], [105863.65000000,0.01517000], [105863.51000000,0.00010000], [105863.50000000,0.00108000], [105863.48000000,0.00006000], [105863.14000000,0.00005000], [105863.10000000,0.00035000], [105863.00000000,0.00181000], [105862.74000000,0.03010000], [105862.50000000,0.00025000]]"
72110231173, 1751395482614, "[[105866.13000000,0.77088000], [105866.14000000,0.00050000], [105866.30000000,0.00006000], [105867.38000000,0.00156000], [105868.25000000,0.00050000], [105868.32000000,0.00010000], [105868.33000000,0.25618000], [105868.44000000,0.00005000], [105868.75000000,0.00010000], [105868.76000000,0.31180000], [105869.85000000,0.00036000], [105869.86000000,0.00945000], [105870.40000000,0.00005000], [105870.45000000,0.00021000], [105870.46000000,0.00955000], [105871.28000000,0.02852000], [105871.42000000,0.00487000], [105871.78000000,0.04732000], [105871.96000000,0.33995000], [105872.21000000,0.00560000], [105873.08000000,0.00792000], [105873.09000000,0.00200000], [105873.28000000,0.00005000], [105873.67000000,0.00010000], [105873.68000000,0.34004000]]", "[[105866.12000000,3.71688000], [105866.11000000,0.02717000], [105866.00000000,0.00025000], [105865.90000000,0.00035000], [105865.87000000,0.00006000], [105865.80000000,0.01459000], [105865.50000000,0.00025000], [105865.25000000,0.00141000], [105865.20000000,0.00091000], [105865.00000000,0.00025000], [105864.50000000,0.00060000], [105864.42000000,0.06776000], [105864.39000000,0.12483000], [105864.00000000,0.00074000], [105863.80000000,0.00035000], [105863.79000000,0.34014000], [105863.65000000,0.01517000], [105863.51000000,0.00010000], [105863.50000000,0.00108000], [105863.48000000,0.00006000], [105863.14000000,0.00005000], [105863.10000000,0.00035000], [105863.00000000,0.00181000], [105862.74000000,0.03010000], [105862.50000000,0.00025000]]"
72110231173, 1751395482614, "[[105866.13000000,0.77088000], [105866.14000000,0.00050000], [105866.30000000,0.00006000], [105867.38000000,0.00156000], [105868.25000000,0.00050000], [105868.32000000,0.00010000], [105868.33000000,0.25618000], [105868.44000000,0.00005000], [105868.75000000,0.00010000], [105868.76000000,0.31180000], [105869.85000000,0.00036000], [105869.86000000,0.00945000], [105870.40000000,0.00005000], [105870.45000000,0.00021000], [105870.46000000,0.00955000], [105871.28000000,0.02852000], [105871.42000000,0.00487000], [105871.78000000,0.04732000], [105871.96000000,0.33995000], [105872.21000000,0.00560000], [105873.08000000,0.00792000], [105873.09000000,0.00200000], [105873.28000000,0.00005000], [105873.67000000,0.00010000], [105873.68000000,0.34004000]]", "[[105866.12000000,3.71688000], [105866.11000000,0.02717000], [105866.00000000,0.00025000], [105865.90000000,0.00035000], [105865.87000000,0.00006000], [105865.80000000,0.01459000], [105865.50000000,0.00025000], [105865.25000000,0.00141000], [105865.20000000,0.00091000], [105865.00000000,0.00025000], [105864.50000000,0.00060000], [105864.42000000,0.06776000], [105864.39000000,0.12483000], [105864.00000000,0.00074000], [105863.80000000,0.00035000], [105863.79000000,0.34014000], [105863.65000000,0.01517000], [105863.51000000,0.00010000], [105863.50000000,0.00108000], [105863.48000000,0.00006000], [105863.14000000,0.00005000], [105863.10000000,0.00035000], [105863.00000000,0.00181000], [105862.74000000,0.03010000], [105862.50000000,0.00025000]]"
72110231226, 1751395482714, "[[105866.13000000,0.77093000], [105866.14000000,0.00055000], [105866.30000000,0.00006000], [105866.47000000,0.31163000], [105867.38000000,0.00156000], [105868.25000000,0.00050000], [105868.32000000,0.00010000], [105868.33000000,0.25618000], [105868.44000000,0.00005000], [105868.75000000,0.00010000], [105868.76000000,0.00022000], [105869.85000000,0.00036000], [105869.86000000,0.00945000], [105870.40000000,0.00005000], [105870.45000000,0.00021000], [105870.46000000,0.00955000], [105871.28000000,0.02852000], [105871.42000000,0.00487000], [105871.78000000,0.04739000], [105871.95000000,0.00010000], [105871.96000000,0.34005000], [105872.21000000,0.00560000], [105873.08000000,0.00792000], [105873.09000000,0.00200000], [105873.28000000,0.00005000]]", "[[105866.12000000,3.71718000], [105866.11000000,0.02747000], [105866.00000000,0.00025000], [105865.90000000,0.00035000], [105865.87000000,0.00006000], [105865.80000000,0.01459000], [105865.50000000,0.00025000], [105865.25000000,0.00141000], [105865.20000000,0.00091000], [105865.00000000,0.00025000], [105864.50000000,0.00060000], [105864.42000000,0.06776000], [105864.39000000,0.12483000], [105864.00000000,0.00074000], [105863.80000000,0.00035000], [105863.79000000,0.34014000], [105863.65000000,0.01517000], [105863.51000000,0.00010000], [105863.50000000,0.00108000], [105863.48000000,0.00006000], [105863.14000000,0.00005000], [105863.10000000,0.00035000], [105863.00000000,0.00181000], [105862.74000000,0.03010000], [105862.50000000,0.00025000]]"
72110231226, 1751395482714, "[[105866.13000000,0.77093000], [105866.14000000,0.00055000], [105866.30000000,0.00006000], [105866.47000000,0.31163000], [105867.38000000,0.00156000], [105868.25000000,0.00050000], [105868.32000000,0.00010000], [105868.33000000,0.25618000], [105868.44000000,0.00005000], [105868.75000000,0.00010000], [105868.76000000,0.00022000], [105869.85000000,0.00036000], [105869.86000000,0.00945000], [105870.40000000,0.00005000], [105870.45000000,0.00021000], [105870.46000000,0.00955000], [105871.28000000,0.02852000], [105871.42000000,0.00487000], [105871.78000000,0.04739000], [105871.95000000,0.00010000], [105871.96000000,0.34005000], [105872.21000000,0.00560000], [105873.08000000,0.00792000], [105873.09000000,0.00200000], [105873.28000000,0.00005000]]", "[[105866.12000000,3.71718000], [105866.11000000,0.02747000], [105866.00000000,0.00025000], [105865.90000000,0.00035000], [105865.87000000,0.00006000], [105865.80000000,0.01459000], [105865.50000000,0.00025000], [105865.25000000,0.00141000], [105865.20000000,0.00091000], [105865.00000000,0.00025000], [105864.50000000,0.00060000], [105864.42000000,0.06776000], [105864.39000000,0.12483000], [105864.00000000,0.00074000], [105863.80000000,0.00035000], [105863.79000000,0.34014000], [105863.65000000,0.01517000], [105863.51000000,0.00010000], [105863.50000000,0.00108000], [105863.48000000,0.00006000], [105863.14000000,0.00005000], [105863.10000000,0.00035000], [105863.00000000,0.00181000], [105862.74000000,0.03010000], [105862.50000000,0.00025000]]"
72110231280, 1751395482814, "[[105866.13000000,0.77093000], [105866.14000000,0.00055000], [105866.30000000,0.00006000], [105866.46000000,0.00010000], [105866.47000000,0.31195000], [105867.38000000,0.00156000], [105868.25000000,0.00050000], [105868.32000000,0.00010000], [105868.33000000,0.25603000], [105868.44000000,0.00005000], [105869.84000000,0.00010000], [105869.85000000,0.00036000], [105869.86000000,0.00945000], [105870.40000000,0.00005000], [105870.45000000,0.00021000], [105870.46000000,0.00955000], [105871.28000000,0.02852000], [105871.42000000,0.00487000], [105871.78000000,0.04732000], [105871.95000000,0.00010000], [105871.96000000,0.34005000], [105872.21000000,0.00560000], [105873.08000000,0.00792000], [105873.09000000,0.00200000], [105873.28000000,0.00005000]]", "[[105866.12000000,3.71718000], [105866.11000000,0.02747000], [105866.00000000,0.00025000], [105865.90000000,0.00035000], [105865.87000000,0.00006000], [105865.80000000,0.01459000], [105865.50000000,0.00025000], [105865.25000000,0.00141000], [105865.20000000,0.00091000], [105865.00000000,0.00025000], [105864.50000000,0.00060000], [105864.42000000,0.06776000], [105864.39000000,0.12483000], [105864.00000000,0.00074000], [105863.80000000,0.00035000], [105863.79000000,0.34014000], [105863.65000000,0.01517000], [105863.51000000,0.00010000], [105863.50000000,0.00108000], [105863.48000000,0.00006000], [105863.14000000,0.00005000], [105863.10000000,0.00035000], [105863.00000000,0.00181000], [105862.74000000,0.03010000], [105862.50000000,0.00025000]]"
72110231280, 1751395482814, "[[105866.13000000,0.77093000], [105866.14000000,0.00055000], [105866.30000000,0.00006000], [105866.46000000,0.00010000], [105866.47000000,0.31195000], [105867.38000000,0.00156000], [105868.25000000,0.00050000], [105868.32000000,0.00010000], [105868.33000000,0.25603000], [105868.44000000,0.00005000], [105869.84000000,0.00010000], [105869.85000000,0.00036000], [105869.86000000,0.00945000], [105870.40000000,0.00005000], [105870.45000000,0.00021000], [105870.46000000,0.00955000], [105871.28000000,0.02852000], [105871.42000000,0.00487000], [105871.78000000,0.04732000], [105871.95000000,0.00010000], [105871.96000000,0.34005000], [105872.21000000,0.00560000], [105873.08000000,0.00792000], [105873.09000000,0.00200000], [105873.28000000,0.00005000]]", "[[105866.12000000,3.71718000], [105866.11000000,0.02747000], [105866.00000000,0.00025000], [105865.90000000,0.00035000], [105865.87000000,0.00006000], [105865.80000000,0.01459000], [105865.50000000,0.00025000], [105865.25000000,0.00141000], [105865.20000000,0.00091000], [105865.00000000,0.00025000], [105864.50000000,0.00060000], [105864.42000000,0.06776000], [105864.39000000,0.12483000], [105864.00000000,0.00074000], [105863.80000000,0.00035000], [105863.79000000,0.34014000], [105863.65000000,0.01517000], [105863.51000000,0.00010000], [105863.50000000,0.00108000], [105863.48000000,0.00006000], [105863.14000000,0.00005000], [105863.10000000,0.00035000], [105863.00000000,0.00181000], [105862.74000000,0.03010000], [105862.50000000,0.00025000]]"
72110231292, 1751395482914, "[[105866.13000000,0.77093000], [105866.14000000,0.00055000], [105866.30000000,0.00006000], [105866.46000000,0.00010000], [105866.47000000,0.31195000], [105867.38000000,0.00156000], [105868.25000000,0.00050000], [105868.32000000,0.00010000], [105868.33000000,0.25603000], [105868.44000000,0.00005000], [105869.83000000,0.00010000], [105869.84000000,0.00010000], [105869.85000000,0.00036000], [105869.86000000,0.00945000], [105870.40000000,0.00005000], [105870.45000000,0.00021000], [105870.46000000,0.00955000], [105871.28000000,0.02852000], [105871.42000000,0.00487000], [105871.78000000,0.04732000], [105871.95000000,0.00010000], [105871.96000000,0.34005000], [105872.21000000,0.00560000], [105873.08000000,0.00792000], [105873.09000000,0.00200000]]", "[[105866.12000000,3.71718000], [105866.11000000,0.02747000], [105866.00000000,0.00025000], [105865.90000000,0.00035000], [105865.87000000,0.00006000], [105865.80000000,0.01459000], [105865.50000000,0.00025000], [105865.25000000,0.00141000], [105865.20000000,0.00091000], [105865.00000000,0.00025000], [105864.50000000,0.00060000], [105864.42000000,0.06776000], [105864.39000000,0.12483000], [105864.00000000,0.00074000], [105863.80000000,0.00035000], [105863.79000000,0.34014000], [105863.65000000,0.01517000], [105863.51000000,0.00010000], [105863.50000000,0.00108000], [105863.48000000,0.00006000], [105863.14000000,0.00005000], [105863.10000000,0.00035000], [105863.00000000,0.00181000], [105862.74000000,0.03010000], [105862.50000000,0.00025000]]"
72110231292, 1751395482914, "[[105866.13000000,0.77093000], [105866.14000000,0.00055000], [105866.30000000,0.00006000], [105866.46000000,0.00010000], [105866.47000000,0.31195000], [105867.38000000,0.00156000], [105868.25000000,0.00050000], [105868.32000000,0.00010000], [105868.33000000,0.25603000], [105868.44000000,0.00005000], [105869.83000000,0.00010000], [105869.84000000,0.00010000], [105869.85000000,0.00036000], [105869.86000000,0.00945000], [105870.40000000,0.00005000], [105870.45000000,0.00021000], [105870.46000000,0.00955000], [105871.28000000,0.02852000], [105871.42000000,0.00487000], [105871.78000000,0.04732000], [105871.95000000,0.00010000], [105871.96000000,0.34005000], [105872.21000000,0.00560000], [105873.08000000,0.00792000], [105873.09000000,0.00200000]]", "[[105866.12000000,3.71718000], [105866.11000000,0.02747000], [105866.00000000,0.00025000], [105865.90000000,0.00035000], [105865.87000000,0.00006000], [105865.80000000,0.01459000], [105865.50000000,0.00025000], [105865.25000000,0.00141000], [105865.20000000,0.00091000], [105865.00000000,0.00025000], [105864.50000000,0.00060000], [105864.42000000,0.06776000], [105864.39000000,0.12483000], [105864.00000000,0.00074000], [105863.80000000,0.00035000], [105863.79000000,0.34014000], [105863.65000000,0.01517000], [105863.51000000,0.00010000], [105863.50000000,0.00108000], [105863.48000000,0.00006000], [105863.14000000,0.00005000], [105863.10000000,0.00035000], [105863.00000000,0.00181000], [105862.74000000,0.03010000], [105862.50000000,0.00025000]]"
